medCodigo,medNombreGenerico,medFormaFarmaceutica,medConcentracion,medUnidadMedida,medRes008,medRes029,medRes5521,medRes5926,medRes5592
N03AB0203,FENITOÍNA SÓDICA,SOLUCIÓN INYECTABLE,50 MG/ML (5%),,0,0,1,1,1
N03AF002141,FENITOÍNA SÓDICA,TABLETA O CÁPSULA,100 MG,,1,0,0,0,0
N03AF002231,FENITOÍNA SÓDICA,ORAL,"125 MG/5 ML (2,5%) ",,1,0,0,0,0
N03AF002701,FENITOÍNA SÓDICA,SOLUCIÓN INYECTABLE,250 MG/5 ML ,,1,0,0,0,0
N03AA0201,FENOBARBITAL,ELIXIR,"20 MG/5 ML (0,4%) ",,0,0,1,1,1
N03AA02011,FENOBARBITAL,TABLETA,10 MG,1,0,1,0,0,0
N03AA02012,FENOBARBITAL,TABLETA,50 MG,2,0,1,0,0,0
N03AA02013,FENOBARBITAL,TABLETA,100 MG,3,0,1,0,0,0
N03AA0202,FENOBARBITAL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AA02211,FENOBARBITAL,ELIXIR,"20 MG/5 ML (0,4%)",1,0,1,0,0,0
N03AA02701,FENOBARBITAL,SOLUCIÓN INYECTABLE,40 MG/ ML,1,0,1,0,0,0
N03AA02702,FENOBARBITAL,SOLUCIÓN INYECTABLE,200 MG/ ML,2,0,1,0,0,0
N03AF003011,FENOBARBITAL,TABLETA,10 MG ,,1,0,0,0,0
N03AF003012,FENOBARBITAL,TABLETA,50 MG ,,1,0,0,0,0
N03AF003013,FENOBARBITAL,TABLETA,100 MG ,,1,0,0,0,0
N03AF003211,FENOBARBITAL,ELÍXIR,"20 MG/5 ML (0,4%) ",,1,0,0,0,0
N03AA0203,FENOBARBITAL SÓDICO,SOLUCIÓN INYECTABLE,200 MG/ ML (20%),,0,0,1,1,1
N03AA0204,FENOBARBITAL SÓDICO,SOLUCIÓN INYECTABLE,40 MG/ML (4%),,0,0,1,1,0
N03AF004701,FENOBARBITAL SÓDICO,SOLUCIÓN INYECTABLE,40 MG/ ML ,,1,0,0,0,0
N03AF004702,FENOBARBITAL SÓDICO,SOLUCIÓN INYECTABLE,200 MG/ ML ,,1,0,0,0,0
J01CE02141,FENOXIMETILPENICILINA,TABLETAS CON O SIN R,500 A 650 MG,1,0,1,0,0,0
J01CE02231,FENOXIMETILPENICILINA, RECONSTIT,250 MG/5 ML (5%),1,0,1,0,0,0
N01AH01701,FENTANILO,SOLUCIÓN INYECTABLE,"0,05 MG/ML (0,005%)",1,0,1,0,0,0
N02AB03701,FENTANILO,SOLUCIÓN INYECTABLE,"0,05 MG/ML (0,005%)",1,0,1,0,0,0
N01AF005701,FENTANILO CITRATO,SOLUCIÓN INYECTABLE,"0,05 MG/ML (0,005%) ",,1,0,0,0,0
N01AH0101,FENTANILO CITRATO,SOLUCIÓN INYECTABLE,"0,05 MG/ML (0,005%) ",,0,0,1,1,1
N02AB0301,FENTANILO CITRATO,SOLUCIÓN INYECTABLE,"0,05 MG/ML (0,005%) ",,0,0,1,1,0
C04AB0101,FENTOLAMINA,POLVO ESTÉRIL PARA INYECCIÓN,5 MG,,0,0,1,1,1
C04AB01721,FENTOLAMINA, ESTÉRIL I,5 MG,1,0,1,0,0,0
C04AF006721,FENTOLAMINA,POLVO PARA INYECCIÓN,5 MG ,,1,0,0,0,0
B03AA07161,FERROSO SULFATO,TABLETAS CON O SIN R,100 - 300 MG,1,0,1,0,0,0
B03AA07201,FERROSO SULFATO,SOLUCIÓN ORAL,20 - 25 MG DE FE/ML,1,0,1,0,0,0
J07BL01701,"FIEBRE AMARILLA, VIRUS VIVO AT",INYECTABLE,,1,0,1,0,0,0
L04AA2701,FINGOLIMOD ,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
V03AB1901,FISOSTIGMINA SALICILATO,SOLUCIÓN INYECTABLE,"1 MG/ML (0,1 %)",,0,0,1,1,1
V03AB19701,FISOSTIGMINA SALICILATO,SOLUCIÓN INYECTABLE,1 MG/ML,1,0,1,0,0,0
V03AF007701,FISOSTIGMINA SALICILATO,SOLUCIÓN INYECTABLE,1 MG/ML ,,1,0,0,0,0
B02BA01701,FITOMENADIONA,SOLUCIÓN INYECTABLE,"0,2% - 1%",1,0,1,0,0,0
B02BA0101,FITOMENADIONA (VITAMINA K1),SOLUCIÓN INYECTABLE,"0,2% - 1% ",,0,0,1,1,1
B02BF008701,FITOMENADIONA (VITAMINA K1),SOLUCIÓN INYECTABLE,"0,2% - 1% ",,1,0,0,0,0
J02AC0101,FLUCONAZOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J02AC0102,FLUCONAZOL,POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,1%- 4% ,,0,0,1,1,1
J02AC0103,FLUCONAZOL,SOLUCIÓN INYECTABLE,"2 MG/ML (0,2%) ",,0,0,1,1,1
J02AC01101,FLUCONAZOL,CÁPSULA,200 MG,1,0,1,0,0,0
J02AC01231,FLUCONAZOL, RECONSTIT,1%-4%,1,0,1,0,0,0
J02AC01701,FLUCONAZOL,SOLUCIÓN INYECTABLE,200 MG/100 ML,1,0,1,0,0,0
J02AF009101,FLUCONAZOL,CÁPSULA,200 MG ,,1,0,0,0,0
J02AF009231,FLUCONAZOL,ORAL,1%-4% ,,1,0,0,0,0
J02AF009701,FLUCONAZOL,SOLUCIÓN INYECTABLE,200 MG/100 ML ,,1,0,0,0,0
S01JA01601,FLUORESCEÍNA,SOLUCIÓN OFTÁLMICA,2%,1,0,1,0,0,0
S01JA0101,FLUORESCEÍNA SÓDICA,SOLUCIÓN OFTÁLMICA,"0,02",,0,0,1,1,1
S01JF010601,FLUORESCEÍNA SÓDICA,SOLUCIÓN OFTÁLMICA,2%,,1,0,0,0,0
S01JF010621,FLUORESCEÍNA SÓDICA,TIRAS REACTIVAS,,,1,0,0,0,0
S01BA0701,FLUOROMETOLONA,SOLUCIÓN OFTÁLMICA Ó SUSPENSIÓN OFTÁLMICA,"0,001",,0,0,1,1,0
S01BA07601,FLUOROMETOLONA,SOLUCIÓN OFTÁLMICA Ó,"0,10%",1,0,1,0,0,0
S01BF011601,FLUOROMETOLONA,SOLUCIÓN OFTÁLMICA,"0,10%",,1,0,0,0,0
L01BC0201,FLUOROURACILO,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
L01BC0201,FLUOROURACILO,SOLUCIÓN INYECTABLE,50 MG/ML (5%),,0,0,1,1,0
L01BC0202,FLUOROURACILO,UNGÜENTO Ó CREMA Ó GEL,5%,,0,0,0,0,1
L01BC02331,FLUOROURACILO,UNGÜENTO ÓÓ G,5%,1,0,1,0,0,0
L01BC02701,FLUOROURACILO,SOLUCIÓN INYECTABLE,500 MG/10 ML,1,0,1,0,0,0
L01BF012331,FLUOROURACILO,UNGÜENTO,5%,,1,0,0,0,0
L01BF012701,FLUOROURACILO,SOLUCIÓN INYECTABLE,500 MG/10 ML ,,1,0,0,0,0
A01AA01301,FLUORURO DE SODIO,SOLUCIÓN TÓPICA,,1,0,1,0,0,0
N06AB0301,FLUOXETINA,SOLUCIÓN ORAL,"20 MG/5 ML (COMO BASE)  (0,4%)",,0,0,1,1,1
N06AB0302,FLUOXETINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N06AB03141,FLUOXETINA,TABLETAS CON O SIN R,20 MG (COMO BASE),1,0,1,0,0,0
N06AB03201,FLUOXETINA,SOLUCIÓN ORAL,20 MG/5 ML (COMO BAS,1,0,1,0,0,0
N06AF013141,FLUOXETINA,TABLETA O CÁPSULA USO EXCLUSIVO DE ESPECIALISTA,20 MG (COMO BASE),,1,0,0,0,0
N06AF013201,FLUOXETINA, SOLUCIÓNORAL USO EXCLUSIVO DE ESPECIALISTA,20 MG/5 ML (COMO BASE),,1,0,0,0,0
N06AB0801,FLUVOXAMINA,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B03BB0101,FÓLICO ÁCIDO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B03BF014011,FÓLICO ÁCIDO,TABLETA,1 MG ,,1,0,0,0,0
V03AF015011,FOLINATO DE CALCIO,TABLETA,15 MG ,,1,0,0,0,0
V03AF015701,FOLINATO DE CALCIO,SOLUCIÓN INYECTABLE,50 MG/5 ML ,,1,0,0,0,0
V03AF0301,FOLINATO DE CALCIO,SOLUCIÓN INYECTABLE Ó POLVO ESTÉRIL PARA INYECCIÓN,10 MG/ML (1%),,0,0,1,1,1
V03AF03011,FOLINATO DE CALCIO,TABLETA,15 MG,1,0,1,0,0,0
V03AF0302,FOLINATO DE CALCIO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
V03AF03701,FOLINATO DE CALCIO,SOLUCIÓN INYECTABLE,10MG/ML,1,0,1,0,0,0
B01AX0501,FONDAPARINUX,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
V06C,FÓRMULA LÁCTEA PARA NIÑOS LACTANTES MENORES DE SEIS (6) MESES,POLVO,,,0,0,0,0,1
V06CL001251,FÓRMULA LÁCTEA PARA NIÑOS LACTANTES MENORES DE SEIS (6) MESES,POLVO,,,0,0,1,1,0
J05AE0701,FOSAMPRENAVIR,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AE07011,FOSAMPRENAVIR,TABLETA,700MG,1,0,1,0,0,0
J05AF018011,FOSAMPRENAVIR  **,TABLETA,700 MG ,,1,0,0,0,0
R07AA02711,FOSFOLÍPIDOS NATURALES, INYECTABL,25-80 MG/ML,1,0,1,0,0,0
C09AA0901,FOSINOPRIL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B05AA0201,FRACCIÓN PROTEICA DEL PLASMA HUMANO,SOLUCIÓN INYECTABLE,NO MENOS DEL 4% ,,0,0,1,1,1
B05AP019771,FRACCIÓN PROTÉICA DEL PLASMA HUMANO,NO MENOS DELSOLUCIÓN INYECTABLE,NO MENOS DEL 4% ,,1,0,0,0,0
L02BA0301,FULVESTRANT,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G01AX0601,FURAZOLIDONA,SUSPENSIÓN ORAL,"50 MG/5ML (0,33%)",,0,0,1,1,1
G01AX06011,FURAZOLIDONA,TABLETA,100 MG,1,0,1,0,0,0
G01AX0602,FURAZOLIDONA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G01AX06231,FURAZOLIDONA,ORAL,"50MG/5ML (0,33%)",1,0,1,0,0,0
P01AF016011,FURAZOLIDONA,TABLETA,100 MG ,,1,0,0,0,0
P01AF016231,FURAZOLIDONA,ORAL,"50 MG/15 ML (0,33%) ",,1,0,0,0,0
C03CA0101,FUROSEMIDA,SOLUCIÓN INYECTABLE,10 MG/ML (1%),,0,0,1,1,1
C03CA01011,FUROSEMIDA,TABLETA,40 MG,1,0,1,0,0,0
C03CA0102,FUROSEMIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C03CA01701,FUROSEMIDA,SOLUCIÓN INYECTABLE,20 MG/2 ML,1,0,1,0,0,0
C03CF017011,FUROSEMIDA,TABLETA,40 MG ,,1,0,0,0,0
C03CF017701,FUROSEMIDA,SOLUCIÓN INYECTABLE,20 MG/2 ML ,,1,0,0,0,0
B02BC01661,"GELATINA ABSORBENTE, ESPONJA C",ESPONJA,,1,0,1,0,0,0
B02BC0101,GELATINA ABSORBIBLE ESTÉRIL,ESPONJA,,,0,0,1,1,0
B02BG001661,GELATINA ABSORBIBLE ESTÉRIL,ESPONJA,ESPONJA,,1,0,0,0,0
L01BC0501,GEMCITABINA,POLVO ESTÉRIL PARA INYECCIÓN,1 G ,,0,0,1,1,1
L01BC0502,GEMCITABINA,POLVO ESTÉRIL PARA INYECCIÓN,200 MG ,,0,0,1,1,0
L01BC05721,GEMCITABINA, ESTÉRIL I,1 G,1,0,1,0,0,0
L01BC05722,GEMCITABINA, ESTÉRIL I,200 MG,2,0,1,0,0,0
B04AG002011,GEMFIBROZIL,TABLETA,600 MG ,,1,0,0,0,0
C10AB0401,GEMFIBROZIL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C10AB04011,GENFIBROZILO,TABLETAS CON O SIN R,600 MG,1,0,1,0,0,0
J01GB03701,GENTAMICINA,SOLUCIÓN INYECTABLE,20 MG/2 ML DE BASE,1,0,1,0,0,0
J01GB03702,GENTAMICINA,SOLUCIÓN INYECTABLE,40 MG/ML DE BASE,2,0,1,0,0,0
J01GB03703,GENTAMICINA,SOLUCIÓN INYECTABLE,80 MG/2 ML DE BASE,3,0,1,0,0,0
J01GB03704,GENTAMICINA,SOLUCIÓN INYECTABLE,160 MG/2 ML DE BASE,4,0,1,0,0,0
S01AA11601,GENTAMICINA,SOLUCIÓN OFTÁLMICA,"3 MG/ML DE BASE (0,3",1,0,1,0,0,0
S01AA11611,GENTAMICINA,UNGÜENTO OFTÁLMICO,"0,30%",1,0,1,0,0,0
J01GB0301,GENTAMICINA (SULFATO),INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01GB0302,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,40 MG/ML (4%),,0,0,1,1,0
J01GB0303,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,80 MG/ML (8%),,0,0,1,1,0
J01GG003701,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,20 MG/2 ML DE BASE ,,1,0,0,0,0
J01GG003702,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,40 MG/ML DE BASE ,,1,0,0,0,0
J01GG003703,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,80 MG/2 ML DE BASE ,,1,0,0,0,0
J01GG003704,GENTAMICINA (SULFATO),SOLUCIÓN INYECTABLE,160 MG/2 ML DE BASE ,,1,0,0,0,0
S01AA1101,GENTAMICINA (SULFATO),SOLUCIÓN OFTÁLMICA,"3 MG/ML DE BASE (0,3%) ",,0,0,1,1,1
S01AA1102,GENTAMICINA (SULFATO),UNGÜENTO OFTÁLMICO,"0,003",,0,0,1,1,1
S01AG003601,GENTAMICINA(SULFATO),SOLUCIÓN OFTÁLMICA,"3 MG/ML DE BASE (0,3%) ",,1,0,0,0,0
S01AG003611,GENTAMICINA(SULFATO),UNGÜENTO OFTÁLMICO,"0,30%",,1,0,0,0,0
L03AX1301,GLATIRAMERO ACETATO ,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,1,1
V08AA0501,GLATIRAMERO ACETATO ,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,0,0
A10BB0101,GLIBENCLAMIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
A10BB01011,GLIBENCLAMIDA,TABLETAS CON O SIN R,5 MG,1,0,1,0,0,0
A10BG004011,GLIBENCLAMIDA,TABLETA,5 MG ,,1,0,0,0,0
A06AG005531,GLICERINA,SUPOSITORIO ADULTO Y NIÑO,,,1,0,0,0,0
A06AX0101,GLICERINA,SUPOSITORIO ,,,0,0,1,1,1
A06AX01531,GLICEROL,SUPOSITORIO,,1,0,1,0,0,0
H04AA0101,GLUCAGÓN,POLVO ESTÉRIL PARA INYECCIÓN,1 MG,,0,0,1,1,1
H04AA01721,GLUCAGÓN, ESTÉRIL I,1 MG.,1,0,1,0,0,0
A12AA03701,GLUCONATO DE CALCIO,SOLUCIÓN INYECTABLE,10%,1,0,1,0,0,0
A12BA0501,GLUCONATO DE POTASIO,ELIXIR,"0,31",,0,0,1,1,1
A12BA05211,GLUCONATO DE POTASIO,ELIXIR,31%,1,0,1,0,0,0
A12BP023211,GLUCONATO DE POTASIO,ELÍXIR,31%,,1,0,0,0,0
L04AB0601,GOLIMUMAB,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03GA01702,GONADOTROFINA CORIÓNICA,SOLUCIÓN INYECTABLE,5.000 UI/ML,2,0,1,0,0,0
G03GG006701,GONADOTROPINA CORIÓNICA,SOLUCIÓN INYECTABLE USO EXCLUSIVO DE ESPECIALISTA,1.000 UI/ML,,1,0,0,0,0
G03GG006702,GONADOTROPINA CORIÓNICA,SOLUCIÓN INYECTABLE USO EXCLUSIVO DE ESPECIALISTA,5.000 UI/ML,,1,0,0,0,0
G03GA0101,GONADOTROPINA CORIÓNICA. ,POLVO ESTERIL PARA INYECCIÓN,5.000 U.I,,0,0,1,1,1
D01BG007011,GRISEOFULVINA,TABLETA ,  500 MG,,1,0,0,0,0
B01A1AB701,GRUPO DE LAS HEPARINAS,SOLUCIÓN INYECTABLE,UI O MG,1,0,1,0,0,0
B01AB,GRUPO DE LAS HEPARINAS(HEPARINA DE BAJO PESO MOLECULAR),INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
B01AB0001,GRUPO DE LAS HEPARINAS(HEPARINA DE BAJO PESO MOLECULAR),INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,0
J07AG01701,"HAEMOPHILUS INFLUENZAE B, ANTÍ",INYECTABLE,,1,0,1,0,0,0
N05AD0101,HALOPERIDOL,SOLUCIÓN INYECTABLE,"5 MG/ML (0,5%)",,0,0,1,1,1
N05AD01011,HALOPERIDOL,TABLETAS CON O SIN R,5 MG,1,0,1,0,0,0
N05AD01012,HALOPERIDOL,TABLETAS CON O SIN R,10 MG,2,0,1,0,0,0
N05AD0102,HALOPERIDOL,SOLUCIÓN ORAL,"2 MG/ML (0,2%) ",,0,0,1,1,1
N05AD0103,HALOPERIDOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N05AD01201,HALOPERIDOL,SOLUCIÓN ORAL,"2 MG/ML (0,2%)",1,0,1,0,0,0
N05AD01701,HALOPERIDOL,SOLUCIÓN INYECTABLE,5 MG/ML,1,0,1,0,0,0
N05AH001011,HALOPERIDOL,TABLETA,5 MG ,,1,0,0,0,0
N05AH001012,HALOPERIDOL,TABLETA,10 MG ,,1,0,0,0,0
N05AH001201,HALOPERIDOL,SOLUCIÓN ORAL,"2 MG/ML (0,2%) ",,1,0,0,0,0
N05AH001701,HALOPERIDOL,SOLUCIÓN INYECTABLE,5 MG/ML ,,1,0,0,0,0
N01AB0101,HALOTANO,SOLUCIÓN PARA INHALACIÓN,SUSTANCIA PURA,,0,0,1,1,1
N01AB01901,HALOTANO,SOLUCIÓN INHALA,SUSTANCIA PURA,1,0,1,0,0,0
N01AH002901,HALOTANO,SUSTANCIA PURA,SUSTANCIA PURA,,1,0,0,0,0
B01AB01701,HEPARINA,SOLUCIÓN INYECTABLE,5.000 UI/ML,1,0,1,0,0,0
B01AH003701,HEPARINA DE BAJO PESO MOLECULAR,SOLUCIÓN INYECTABLE,(UI Ó MG) ,,1,0,0,0,0
B01AB0101,HEPARINA SÓDICA,SOLUCIÓN INYECTABLE,5.000 UI/ML ,,0,0,1,1,0
B01AH004701,HEPARINA SÓDICA,SOLUCIÓN INYECTABLE,5.000 UI/ML ,,1,0,0,0,0
J07BC01701,"HEPATITIS B, ANTÍGENO PURIFICA",SOLUCIÓN INYECTABLE,,1,0,1,0,0,0
C02DB02011,HIDRALAZINA,TABLETAS CON O SIN R,25 MG,1,0,1,0,0,0
C02DB0201,HIDRALAZINA CLORHIDRATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C02DH005011,HIDRALAZINA CLORHIDRATO,TABLETA,25 MG ,,1,0,0,0,0
C03AA0301,HIDROCLOROTIAZIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C03AA03011,HIDROCLOROTIAZIDA,TABLETA,25 MG,1,0,1,0,0,0
C03AH006011,HIDROCLOROTIAZIDA,TABLETA,25 MG ,,1,0,0,0,0
C05AA01521,HIDROCORTISONA,UNGÜENTO PROCTOLÓGIC,,1,0,1,0,0,0
C05AA01531,HIDROCORTISONA,SUPOSITORIO,,1,0,1,0,0,0
D07AA02321,HIDROCORTISONA,,1%,1,0,1,0,0,0
D07AA02371,HIDROCORTISONA,LOCIÓN,"0,50%",1,0,1,0,0,0
H02AB09721,HIDROCORTISONA, ESTÉRIL I,100 MG,1,0,1,0,0,0
D07AA0201,HIDROCORTISONA (ACETATO),CREMA,"0,01",,0,0,1,1,1
D07AA0202,HIDROCORTISONA (ACETATO),LOCIÓN,"0,005",,0,0,1,1,1
D07AH007321,HIDROCORTISONA (ACETATO),,1%,,1,0,0,0,0
D07AH007371,HIDROCORTISONA (ACETATO),LOCIÓN,"0,50%",,1,0,0,0,0
H02AB0903,HIDROCORTISONA (SUCCINATO SÓDICO),POLVO ESTÉRIL PARA INYECCIÓN,100 MG,,0,0,1,1,1
H02AH008721,HIDROCORTISONA (SUCCINATO SÓDICO),,100 MG ,,1,0,0,0,0
N02AA03011,HIDROMORFONA,TABLETA,"2,5 MG",1,0,1,0,0,0
N02AA03161,HIDROMORFONA,TABLETAS CON O SIN R,5 MG,1,0,1,0,0,0
N02AA03701,HIDROMORFONA,SOLUCIÓN INYECTABLE,2 MG/ML,1,0,1,0,0,0
N02AA0301,HIDROMORFONA CLORHIDRATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N02AA0302,HIDROMORFONA CLORHIDRATO ,SOLUCIÓN INYECTABLE,"2 MG/ML (0,2%) ",,0,0,1,1,1
R06AH014701,HIDROXICINA,SOLUCIÓN INYECTABLE,100 MG/2ML ,,1,0,0,0,0
B03BA0301,HIDROXICOBALAMINA,SOLUCIÓN INYECTABLE,"1 MG/ML (0,1 %)",,0,0,1,1,1
B03BA03701,HIDROXICOBALAMINA,SOLUCIÓN INYECTABLE,1 MG/ML,1,0,1,0,0,0
B03BH009701,HIDROXICOBALAMINA,SOLUCIÓN INYECTABLE,1 MG/ML ,,1,0,0,0,0
A02AB01011,HIDRÓXIDO DE ALUMINIO,TABLETA CON O SIN RE,234 MG,1,0,1,0,0,0
A02AB01231,HIDRÓXIDO DE ALUMINIO,ORAL,6%,1,0,1,0,0,0
G03DA03701,HIDROXIPROGESTERONA,SOLUCIÓN INYECTABLE,250 MG/ML,1,0,1,0,0,0
G03DA0301,HIDROXIPROGESTERONA CAPROATO,SOLUCIÓN INYECTABLE,250 MG/ML (25%),,0,0,1,1,1
G03DH010701,HIDROXIPROGESTERONA CAPROATO,SOLUCIÓN INYECTABLE,250 MG/ML ,,1,0,0,0,0
N05BB01701,HIDROXIZINA,SOLUCIÓN INYECTABLE,100 MG/2ML,1,0,1,0,0,0
N05BB0101,HIDROXIZINA ,SOLUCIÓN INYECTABLE,50 MG/ML (5%),,0,0,1,1,1
B03AH011161,HIERRO (FERROSO) SULFATO ANHIDRO,TABLETA O TABLETA RECUBIERTA,100 - 300 MG ,,1,0,0,0,0
B03AH011201,HIERRO (FERROSO) SULFATO ANHIDRO,SOLUCIÓN ORAL,"20 - 25 MG DE FE/ML (2 - 2,5%) ",,1,0,0,0,0
B03AA0701,HIERRO (FERROSO) SULFATO ANHIDRO ,SOLUCIÓN ORAL,"20 - 25 MG DE HIERRO/ML  (2- 2,5%) ",,0,0,1,1,1
B03AA0702,HIERRO (FERROSO) SULFATO ANHIDRO ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B03AC0203,HIERRO PARENTERAL,SOLUCIÓN INYECTABLE,MÍNIMO 20 MG DE HIERRO/ML ,,0,0,1,1,1
B03AH012701,HIERRO PARENTERAL,SOLUCIÓN INYECTABLE,MÍNIMO 20 MG DE HIERRO/ML ,,1,0,0,0,0
B03AC02701,"HIERRO SACARATADO, ÓXIDO DE",SOLUCIÓN INYECTABLE,MÍNIMO 20 MG DE HIER,1,0,1,0,0,0
A03BB0101,HIOSCINA N-BUTIL BROMURO,SOLUCIÓN INYECTABLE,20 MG/ML (2%) ,,0,0,1,1,1
A03BB0102,HIOSCINA N-BUTIL BROMURO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
A03BH013021,HIOSCINA N-BUTIL BROMURO,GRAGEA,10 MG ,,1,0,0,0,0
A03BH013701,HIOSCINA N-BUTIL BROMURO,SOLUCIÓN INYECTABLE,20 MG/ML ,,1,0,0,0,0
A03DB0401,HIOSCINA N-BUTIL BROMURO + DIPIRONA,SOLUCIÓN INYECTABLE,"(0,020 + 2,5)G/5 ML ",,0,0,1,1,1
A03DH013701,HIOSCINA N-BUTIL BROMURO + DIPIRONA,SOLUCIÓN INYECTABLE,"(0,020 + 2,5)G/5 ML ",,1,0,0,0,0
M05BA0601,IBANDRÓNICO ÁCIDO,SOLUCIÓN INYECTABLE,"1 MG/ML (0,1 %)",,0,0,1,1,1
C01CA16011,IBOPAMINA,TABLETA,50 MG,1,0,1,0,0,0
